,Company,TypeName,Inches,Cpu,Ram,Memory1,Memory2,Gpu,OpSys,Price
712,Dell,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,Intel HD Graphics,Linux,38681.28
713,Asus,Notebook,14.0,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,15877.44
714,Dell,Notebook,15.6,Intel Core i5,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,76012.4448
715,Lenovo,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce 920MX,Windows 10,45664.6896
716,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,62817.12
717,Lenovo,Notebook,15.6,AMD A6-Series,4,500GB HDD,No memory,AMD Radeon R4,Windows 10,15877.44
718,Mediacom,Notebook,14.0,Intel Atom,4,32GB HDD,No memory,Intel HD Graphics,Windows 10,14119.2
719,HP,Notebook,17.3,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce 930MX,Windows 10,63936.0
720,Lenovo,Ultrabook,14.0,Intel Core i7,64,512GB SSD,No memory,Intel HD Graphics,Windows 10,89864.1792
721,HP,2 in 1 Convertible,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,44574.048
722,Lenovo,Ultrabook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,79866.72
723,Dell,Gaming,17.3,Intel Core i7,32,1TB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,194972.832
724,MSI,Gaming,17.3,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,71847.0144
725,Lenovo,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Intel HD Graphics,No OS,26101.872
727,Dell,2 in 1 Convertible,13.3,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,34578.72
728,Dell,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,AMD Radeon R7,Linux,31409.6256
729,HP,Notebook,15.6,AMD A9-Series,4,1TB HDD,No memory,AMD Radeon 520,Windows 10,26053.92
730,Acer,Gaming,17.3,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,103096.8
731,Dell,Notebook,15.6,Intel Core i5,12,1TB HDD,No memory,Intel HD Graphics,Windows 10,34578.72
732,HP,Notebook,15.6,AMD A9-Series,6,128GB SSD,1TB HDD,AMD Radeon 520,Windows 10,34632.0
733,Acer,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,29783.52
734,Lenovo,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,51148.8
735,Lenovo,Notebook,15.6,Intel Core i7,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,41505.12
736,HP,Workstation,15.6,Intel Core i7,16,256GB SSD,No memory,Nvidia Quadro M2200,Windows 10,128884.32
737,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,1TB HDD,No memory,Intel UHD Graphics,Windows 10,35111.52
738,MSI,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,111593.8944
739,Acer,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,21887.424
740,Dell,Notebook,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce 940MX,Windows 10,64308.96
741,Dell,Notebook,15.6,Intel Core i3,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,35431.2
742,Toshiba,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,81784.8
743,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,53226.72
744,Lenovo,Workstation,15.6,Intel Core i7,16,1TB SSD,No memory,Nvidia Quadro M520M,Windows 10,175770.72
745,Acer,Notebook,14.0,Intel Celeron Dual,2,32GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,17582.4
746,Samsung,Ultrabook,13.3,Intel Core i7,16,256GB SSD,No memory,Intel HD Graphics,Windows 10,87858.72
748,Dell,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,60031.1088
749,HP,Workstation,17.3,Intel Xeon E3-1535M,16,256GB SSD,No memory,Nvidia Quadro M2000M,Windows 7,233845.92
750,Lenovo,Netbook,11.6,Intel Celeron Dual,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,25308.0
751,HP,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,101232.0
752,Asus,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Nvidia GeForce GTX,No OS,30849.12
754,Asus,Notebook,15.6,Intel Core i7,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,45282.672
755,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,63882.72
756,HP,Notebook,15.6,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,58554.72
757,HP,Workstation,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia Quadro M1000M,Windows 7,83170.08
758,Dell,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,152859.7872
759,Acer,Notebook,15.6,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,31914.72
760,Lenovo,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,55837.44
761,Dell,Ultrabook,12.5,Intel Core i7,16,256GB SSD,No memory,Intel HD Graphics,Windows 10,99047.52
762,Google,Ultrabook,12.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Chrome OS,83063.52
763,Asus,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,60153.12
764,Dell,Notebook,13.3,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,45234.72
765,Acer,Notebook,13.3,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,34898.4
766,Asus,Notebook,17.3,Intel Pentium Quad,4,1TB HDD,No memory,Nvidia GeForce 920MX,Windows 10,25059.7152
767,Dell,Gaming,15.6,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,58554.72
768,Samsung,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,85194.72
769,Acer,Notebook,15.6,Intel Pentium Quad,4,1TB HDD,No memory,Intel HD Graphics,Linux,15877.44
770,Dell,Notebook,15.6,Intel Core i7,16,1TB HDD,No memory,AMD Radeon R7,Windows 10,62938.0656
771,Samsung,2 in 1 Convertible,15.0,Intel Core i7,16,256GB SSD,No memory,AMD Radeon 540,Windows 10,95850.72
772,Toshiba,Notebook,14.0,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,54345.6
773,Dell,Gaming,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,58554.72
775,Asus,2 in 1 Convertible,15.6,Intel Core i7,12,2TB HDD,No memory,Nvidia GeForce 940MX,Windows 10,44701.92
776,Lenovo,Notebook,15.6,Intel Core i7,16,512GB SSD,No memory,Nvidia Quadro M2000M,Windows 7,126273.6
777,Acer,Notebook,14.0,Intel Core i3,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,33886.08
778,Razer,Gaming,14.0,Intel Core i7,16,512GB SSD,No memory,Nvidia GeForce GTX,Windows 10,154458.72
779,Asus,Notebook,15.6,Intel Pentium Dual,8,128GB SSD,No memory,Intel HD Graphics,Windows 10,31003.632
780,Dell,Gaming,17.3,Intel Core i7,32,1TB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,191211.264
781,Asus,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,125208.0
782,Toshiba,Ultrabook,14.0,Intel Core i7,16,512GB SSD,No memory,Nvidia GeForce 930M,Windows 10,93985.92
783,Lenovo,Notebook,15.6,Intel Celeron Quad,8,1TB HDD,No memory,Intel HD Graphics,No OS,17529.12
784,Lenovo,Ultrabook,14.0,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,122490.72
785,MSI,Gaming,14.0,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,100752.48
786,MSI,Gaming,15.6,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,58021.92
787,Lenovo,Gaming,15.6,Intel Core i7,4,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,53226.72
788,Acer,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,122490.72
789,Dell,Gaming,15.6,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce GTX,Windows 10,52480.8
790,Asus,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX1060,Windows 10,71341.92
791,Vero,Notebook,14.0,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,10810.512
792,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,104961.6
793,Lenovo,2 in 1 Convertible,15.6,Intel Core i5,8,256GB SSD,No memory,AMD Radeon R7,Windows 10,51095.52
794,Apple,Ultrabook,12.0,Intel Core M,8,512GB Flash Storage,No memory,Intel HD Graphics,Mac OS X,62071.2
795,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,124142.4
796,Asus,Notebook,14.0,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,15930.72
797,Dell,Notebook,15.6,Intel Core i5,8,128GB SSD,No memory,Intel HD Graphics,Windows 10,43156.8
798,Lenovo,2 in 1 Convertible,13.9,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,71874.72
799,Dell,Notebook,15.6,Intel Core i3,8,256GB SSD,No memory,AMD Radeon R5,Windows 10,39373.92
800,HP,Workstation,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia Quadro M2200,Windows 10,110017.872
801,Asus,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,58554.72
802,Dell,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,79866.72
803,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce GTX,Windows 10,93186.72
804,Dell,Netbook,11.6,Intel Pentium Quad,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,39640.32
805,HP,Netbook,12.5,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,74005.92
806,Toshiba,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,41558.4
807,HP,Notebook,15.6,AMD A12-Series,8,2TB HDD,No memory,AMD Radeon R7,Windows 10,33513.12
808,Dell,Gaming,15.6,Intel Core i7,16,512GB SSD,No memory,Nvidia GeForce GTX,Windows 10,89457.12
809,Lenovo,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Nvidia GeForce 920M,Windows 10,32447.52
810,HP,Gaming,17.3,Intel Core i7,12,1TB HDD,No memory,AMD Radeon RX,Windows 10,93186.72
811,MSI,Gaming,17.3,Intel Core i7,16,512GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,128671.2
812,Samsung,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,79866.72
813,Dell,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GT,Windows 10,51202.08
814,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,AMD Radeon R5,Windows 10,42081.0768
815,Lenovo,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,99047.52
816,Razer,Ultrabook,12.5,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,95850.72
817,HP,Netbook,11.6,Intel Celeron Dual,4,16GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,20512.8
818,Dell,Gaming,17.3,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,133467.4656
819,Dell,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,40226.4
820,Lenovo,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,26101.872
821,Toshiba,Ultrabook,14.0,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,58075.2
822,Lenovo,Ultrabook,14.0,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,133146.72
823,MSI,Gaming,15.6,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce GTX,Windows 10,63882.72
824,Lenovo,Ultrabook,14.0,Intel Core i5,8,256GB Flash Storage,No memory,Intel HD Graphics,Windows 10,99900.0
825,Toshiba,Notebook,14.0,Intel Pentium Dual,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,26586.72
826,Asus,2 in 1 Convertible,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,72354.24
827,Dell,Notebook,14.0,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,31168.8
828,Acer,Netbook,11.6,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,18914.4
829,Acer,Notebook,14.0,Intel Core i3,8,128GB SSD,No memory,Intel HD Graphics,Windows 10,32980.32
830,Razer,Gaming,17.3,Intel Core i7,32,512GB SSD,No memory,Nvidia GeForce GTX,Windows 10,292986.72
831,Lenovo,Ultrabook,14.0,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,111834.72
832,Asus,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Nvidia GeForce 920,Linux,27652.32
833,Lenovo,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,63190.08
834,Lenovo,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,87912.0
835,Dell,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,147832.2864
836,Asus,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,128884.32
837,Toshiba,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,35644.32
838,Lenovo,Notebook,14.0,Intel Celeron Quad,4,16GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,17316.0
839,Asus,Notebook,15.6,Intel Core i5,8,128GB HDD,No memory,Intel HD Graphics,Windows 10,31435.2
840,Asus,Gaming,17.3,Intel Core i7,16,512GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,95850.72
841,Dell,Gaming,17.3,Intel Core i7,32,512GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,163723.5792
842,HP,Notebook,17.3,Intel Core i5,8,1TB HDD,No memory,Nvidia GeForce 930MX,Windows 10,48484.8
843,Dell,Notebook,15.6,Intel Core i5,8,128GB SSD,No memory,Intel HD Graphics,Windows 10,38041.3872
844,HP,Ultrabook,14.0,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 7,99633.6
845,Dell,Notebook,15.6,Intel Core i7,4,256GB SSD,No memory,AMD Radeon R5,Windows 10,39373.92
846,HP,2 in 1 Convertible,11.6,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,32767.2
847,Asus,Ultrabook,13.3,Intel Core i5,8,512GB SSD,No memory,Nvidia GeForce 940M,Windows 10,54665.28
848,HP,2 in 1 Convertible,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,121318.56
849,HP,Ultrabook,14.0,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,78215.04
850,HP,Notebook,15.6,Intel Celeron Dual,4,128GB SSD,No memory,Intel HD Graphics,No OS,15930.72
851,Asus,Gaming,15.6,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,101178.72
852,Dell,Notebook,17.3,Intel Core i7,8,1TB HDD,No memory,AMD Radeon R7,Linux,46087.2
853,Lenovo,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce GT,Windows 10,101391.84
854,Asus,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce GTX,Windows 10,41931.36
855,Dell,Notebook,15.6,Intel Core i5,8,128GB SSD,No memory,Intel HD Graphics,Windows 10,50349.6
856,Asus,Notebook,15.6,Intel Pentium Quad,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,23922.72
857,HP,2 in 1 Convertible,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,136343.52
858,Dell,Notebook,13.3,Intel Core i5,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,34578.72
859,Lenovo,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,No OS,24988.32
860,Lenovo,Notebook,15.6,Intel Core i5,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,45323.1648
861,HP,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,AMD Radeon R7,Windows 10,71874.72
862,Toshiba,Notebook,13.3,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,68464.8
863,Lenovo,Gaming,15.6,Intel Core i5,8,1TB HDD,No memory,Nvidia GeForce GTX,No OS,54185.76
864,Dell,Ultrabook,13.3,Intel Core i7,16,512GB SSD,No memory,Intel Iris Plus,Windows 10,119347.2
865,HP,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,48484.8
866,Toshiba,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,58341.6
867,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,103896.0
868,Acer,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,48058.56
869,Dell,Workstation,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia Quadro M620,Windows 10,94731.84
870,Lenovo,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,56210.4
871,Lenovo,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,AMD Radeon R5,No OS,25521.12
872,Toshiba,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,73952.64
873,Lenovo,Notebook,13.3,Intel Core i3,4,180GB SSD,No memory,Intel HD Graphics,Windows 10,39160.8
874,Samsung,Ultrabook,15.0,Intel Core i7,16,256GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,98514.72
875,Dell,Ultrabook,12.5,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,90043.2
876,Asus,Notebook,15.6,Intel Pentium Quad,4,1TB HDD,No memory,Intel HD Graphics,Linux,21258.1872
877,Xiaomi,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,49816.8
878,Dell,Notebook,15.6,Intel Core i5,4,128GB SSD,1TB HDD,Nvidia GeForce 940MX,Windows 10,48618.0
879,HP,Notebook,15.6,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,44701.92
880,HP,2 in 1 Convertible,13.3,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,90576.0
881,HP,2 in 1 Convertible,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,36486.144
882,Asus,Notebook,14.1,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,18541.44
883,Lenovo,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce 940MX,Windows 10,35644.32
884,Dell,Notebook,15.6,Intel Pentium Quad,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,19660.32
885,HP,2 in 1 Convertible,13.3,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 10,95850.72
886,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,AMD Radeon R5,Linux,24279.696
887,Asus,Gaming,17.3,Intel Core i5,12,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,72988.272
888,Acer,Netbook,11.6,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,15824.16
889,Lenovo,Notebook,17.3,AMD A4-Series,4,500GB HDD,No memory,AMD Radeon R3,Windows 10,20193.12
890,HP,Notebook,14.0,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,67399.2
891,HP,2 in 1 Convertible,13.3,Intel Core i7,16,256GB SSD,No memory,Intel HD Graphics,Windows 10,74538.72
892,Samsung,Ultrabook,15.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,90522.72
893,Lenovo,Ultrabook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,95850.72
894,MSI,Gaming,17.3,Intel Core i7,16,512GB SSD,2TB HDD,Nvidia GeForce GTX,Windows 10,141138.72
895,Toshiba,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,78588.0
896,Dell,Gaming,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,Linux,49497.12
897,HP,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce 930MX,Windows 10,47952.0
898,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,AMD Radeon R5,Windows 10,32713.92
899,Dell,Notebook,15.6,Intel Core i5,8,500GB HDD,No memory,Intel HD Graphics,Windows 10,49816.8
900,Dell,2 in 1 Convertible,13.3,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,107257.968
901,Asus,Gaming,17.3,Intel Core i7,32,256GB SSD,256GB SSD,Nvidia GeForce GTX,Windows 10,68145.12
902,Dell,2 in 1 Convertible,13.3,Intel Core i7,16,256GB SSD,No memory,Intel HD Graphics,Windows 10,87858.72
903,Lenovo,Ultrabook,14.0,Intel Core i7,8,256GB Flash Storage,No memory,Intel HD Graphics,Windows 10,109170.72
904,Lenovo,Notebook,15.6,Intel Core i5,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,104588.1072
905,LG,Ultrabook,15.6,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,111834.72
906,HP,Netbook,12.5,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,79014.24
907,Acer,Notebook,15.6,Intel Celeron Dual,4,16GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,19127.52
908,Lenovo,Notebook,15.6,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,42037.92
909,LG,Ultrabook,14.0,Intel Core i7,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,101178.72
910,Dell,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,64202.4
911,HP,Ultrabook,12.5,Intel Core M,8,240GB SSD,No memory,Intel HD Graphics,Windows 10,165168.0
912,Lenovo,Notebook,15.6,Intel Core i7,6,256GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,42037.92
913,HP,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce 930MX,Windows 10,54291.7872
914,Acer,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,26586.72
915,Lenovo,Notebook,13.3,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,46939.68
916,HP,Notebook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,51148.8
917,MSI,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,85194.72
918,Dell,Gaming,15.6,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,71874.72
919,MSI,Gaming,15.6,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,59668.8048
920,Dell,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,AMD Radeon R5,Windows 10,36496.2672
921,HP,Ultrabook,15.6,Intel Core i7,8,256GB SSD,No memory,AMD Radeon R7,Windows 10,69103.6272
924,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,97236.0
925,Dell,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,38889.072
926,Lenovo,Ultrabook,12.5,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,87912.0
927,HP,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,62071.2
928,Dell,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,37725.4368
929,HP,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,61218.72
930,Lenovo,Notebook,15.6,Intel Pentium Quad,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,16463.52
931,HP,Ultrabook,12.5,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,84129.12
932,HP,Notebook,15.6,Intel Celeron Dual,4,1TB HDD,No memory,Intel HD Graphics,No OS,15392.592
933,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,1TB SSD,No memory,Intel Iris Graphics,Windows 10,95850.72
934,Toshiba,Notebook,14.0,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,58874.4
935,HP,Netbook,12.5,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,88924.32
936,Dell,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,29762.208
937,MSI,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,63882.72
939,Dell,Gaming,17.3,Intel Core i7,16,512GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,146946.24
940,HP,Gaming,17.3,Intel Core i5,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,74538.72
941,Asus,Notebook,17.3,Intel Pentium Quad,4,1TB HDD,No memory,Nvidia GeForce 920MX,Windows 10,28238.4
942,Acer,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,32980.32
943,Toshiba,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,59620.32
944,Lenovo,2 in 1 Convertible,11.3,Intel Core M,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,69210.72
945,Lenovo,Gaming,15.6,AMD FX 8800P,16,512GB SSD,1TB HDD,AMD Radeon R9,Windows 10,53226.72
946,Dell,Ultrabook,12.5,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,78438.816
947,Lenovo,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce 920MX,No OS,36496.8
948,Dell,Notebook,17.3,Intel Core i3,4,1TB HDD,No memory,AMD Radeon R7,Windows 10,35111.52
949,Acer,Notebook,14.0,Intel Celeron Dual,4,32GB Flash Storage,No memory,Intel HD Graphics,Chrome OS,18594.72
